lib_name,lib_code
TU246.1+8各种医院,TU246.1+8
TU246.1+81综合医院,TU246.1+81
TU246.1+82中医院,TU246.1+82
TU246.1+83妇科医院,TU246.1+83
TU246.1+84儿童医院,TU246.1+84
TU246.1+85传染病医院,TU246.1+85
TU246.1+85.9麻风村,TU246.1+85.9
TU246.1+86精神病院,TU246.1+86
TU246.1+87肿瘤医院,TU246.1+87
TU246.1+88整形外科医院,TU246.1+88
TU246.2疗养院、休养所、养老院,TU246.2
TU246.9其他,TU246.9
TU247商业和服务性行业建筑,TU247
TU247.1银行、储蓄所、保险公司,TU247.1
TU247.2百货商店、商场、超级市场、合作社,TU247.2
TU247.3食堂、餐厅、酒吧间,TU247.3
TU247.4旅馆、客栈、招待所,TU247.4
TU247.5浴室,TU247.5
TU247.6理发馆,TU247.6
TU247.7牲畜市场、屠宰场,TU247.7
TU247.9其他,TU247.9
TU248交通运输建筑、邮电通信建筑、广播电视建筑,TU248
TU248.1火车站,TU248.1
TU248.2地下铁道车站,TU248.2
TU248.3汽车站、停车场、车库,TU248.3
TU248.4码头房屋,TU248.4
TU248.6航空（港）站、机场,TU248.6
TU248.7邮电通信建筑,TU248.7
TU248.7+1邮电大楼、邮电局,TU248.7+1
TU248.7+2电话、电报大楼,TU248.7+2
TU248.8广播电台、电视台,TU248.8
TU248.9其他,TU248.9
TU249仓库建筑,TU249
TU249.1货仓,TU249.1
TU249.19集装箱货栈,TU249.19
TU249.2粮食仓库,TU249.2
TU249.3矿仓,TU249.3
TU249.4建筑材料仓库,TU249.4
TU249.6油库、加油站,TU249.6
TU249.7水果、蔬菜库,TU249.7
TU249.8冷藏库,TU249.8
TU249.9其他,TU249.9
TU251纪念性建筑,TU251
TU251.1纪念碑,TU251.1
TU251.2陵墓、陵园,TU251.2
TU251.3纪念馆,TU251.3
TU251.6丧葬建筑,TU251.6
TU251.9其他,TU251.9
TU252宗教建筑,TU252
TU253少数民族民居建筑,TU253
TU259其他民用建筑,TU259
TU26农业建筑,TU26
TU261栽种用建筑物,TU261
TU262农业工程用建筑物,TU262
TU262.1拖拉机农机站,TU262.1
TU262.2拖拉机农机修理厂与保养站,TU262.2
TU262.3简易农具厂、铁工厂、木工厂,TU262.3
TU262.5农村动力用房,TU262.5
TU263林业用建筑物,TU263
TU264畜牧、兽医用建筑物,TU264
TU264+.1牛棚、奶牛饲养场,TU264+.1
TU264+.2养马场,TU264+.2
TU264+.3猪舍,TU264+.3
TU264+.4羊圈,TU264+.4
TU264+.5兽类饲养建筑,TU264+.5
TU264+.6小动物饲养场,TU264+.6
TU264+.7养禽、养蚕、养蜂用建筑,TU264+.7
TU264+.8兽医站、配种站,TU264+.8
TU264+.9其他,TU264+.9
TU265水产、渔业用建筑物,TU265
TU266农业副业建筑、农业辅助建筑物,TU266
TU266+.1烘干设施,TU266+.1
TU266+.2牛奶站,TU266+.2
TU266+.3农畜产品加工厂,TU266+.3
TU267农业储藏用建筑物,TU267
TU267+.1粮仓,TU267+.1
TU267+.2冷藏库,TU267+.2
TU267+.3薯类作物贮藏库,TU267+.3
TU267+.4水果贮藏库,TU267+.4
TU267+.5蔬菜贮藏库、菜窖,TU267+.5
TU267+.6饲料仓、青贮塔,TU267+.6
TU268村镇商业、旅游业用建筑物,TU268
TU269其他,TU269
TU27工业建筑,TU27
TU271动力厂建筑,TU271
TU271.1发电厂、热电站,TU271.1
TU271.2热力站,TU271.2
TU271.3煤气厂,TU271.3
TU271.5原子核动力厂,TU271.5
TU271.6压缩空气站,TU271.6
TU271.9其他,TU271.9
TU272矿业建筑,TU272
TU272.1煤矿建筑,TU272.1
TU272.2石油与天然气矿建筑,TU272.2
TU272.3金属矿建筑,TU272.3
TU272.4非金属矿建筑,TU272.4
TU272.5选矿厂,TU272.5
TU273冶金工厂、金属加工厂建筑,TU273
TU273.1炼铁厂,TU273.1
TU273.2炼钢厂,TU273.2
TU273.3有色金属冶炼厂,TU273.3
TU273.4金属加工厂,TU273.4
TU273.5电镀厂,TU273.5
TU274机械仪器制造厂建筑,TU274
TU274.1通用机械厂、重型机械厂,TU274.1
TU274.2农林机械厂,TU274.2
TU274.3矿山机械厂,TU274.3
TU274.4冶金机械厂,TU274.4
TU274.5化学工业机械厂,TU274.5
TU274.6轻工业机械厂,TU274.6
TU274.7建筑机械厂,TU274.7
TU274.8军工厂（兵工厂）,TU274.8
TU274.9仪器及精密仪器厂,TU274.9
TU275交通工具制造厂建筑,TU275
TU275.1机车车辆厂,TU275.1
TU275.2汽车厂,TU275.2
TU275.3造船厂,TU275.3
TU275.4飞机制造厂,TU275.4
TU276化学工厂建筑,TU276
TU276.1硅酸盐化工厂,TU276.1
TU276.2塑料厂,TU276.2
TU276.3橡胶厂,TU276.3
TU276.4化学纤维厂,TU276.4
TU276.5化肥厂,TU276.5
TU276.6农药厂,TU276.6
TU276.7石油化工厂,TU276.7
TU276.8焦化厂,TU276.8
TU276.91制药厂,TU276.91
TU276.92油漆厂、染料厂,TU276.92
TU276.93电影胶片厂,TU276.93
TU276.98军用化工厂,TU276.98
TU276.99其他,TU276.99
TU277轻工业厂建筑,TU277
TU277.1食品厂,TU277.1
TU277.2纺织厂、印染厂,TU277.2
TU277.3造纸厂,TU277.3
TU277.4印刷厂,TU277.4
TU277.5木材厂,TU277.5
TU277.7文化用品厂,TU277.7
TU277.9其他,TU277.9
TU278建筑材料厂建筑,TU278
TU278.1金属材料加工厂,TU278.1
TU278.2人造焙烧材料厂,TU278.2
TU278.3混凝土制品厂,TU278.3
TU278.39混凝土制备厂,TU278.39
TU278.4预制构件厂,TU278.4
TU278.5大型砌块厂,TU278.5
TU278.6砂石厂,TU278.6
TU278.7木材加工厂,TU278.7
TU278.9其他,TU278.9
TU279其他工业建筑,TU279
TU279+.1制冷厂,TU279+.1
TU279+.3联合企业,TU279+.3
TU279+.4电影制片厂,TU279+.4
TU279.7构筑物,TU279.7
TU279.7+1道路与飞机场构筑物,TU279.7+1
TU279.7+2桥梁、涵洞、水工构筑物,TU279.7+2
TU279.7+4塔形、柱形、容积形等构筑物,TU279.7+4
TU279.7+41水塔、冷却塔,TU279.7+41
TU279.7+42烟囱,TU279.7+42
TU279.7+43贮仓、贮槽、贮罐,TU279.7+43
TU279.7+44电视塔、无线电塔、输电构架、雷达无线电塔、索道塔架,TU279.7+44
TU279.7+45煤气塔,TU279.7+45
TU279.7+46贮液池,TU279.7+46
TU279.7+47炉、灶、窑,TU279.7+47
TU279.7+48核反应构筑物、高压容器,TU279.7+48
TU279.7+49其他,TU279.7+49
TU279.7+6管道和管线,TU279.7+6
TU28地下建筑,TU28
TU289水下建筑,TU289
TU29其他建筑,TU29
TU3建筑结构,TU3
TU31结构理论、计算,TU31
TU311结构力学,TU311
TU311.1结构静力学,TU311.1
TU311.2结构稳定理论,TU311.2
TU311.3结构动力学,TU311.3
TU311.4计算方法,TU311.4
TU311.41计算机辅助结构设计与计算,TU311.41
TU312结构荷载与结构承载力,TU312
TU312+.1结构荷载分析,TU312+.1
TU312+.3结构破坏与事故分析,TU312+.3
TU313结构弹性和塑性,TU313
TU313.1弹性理论,TU313.1
TU313.2塑性理论,TU313.2
TU313.3结构塑性计算及极限平衡,TU313.3
TU317结构试验与检验,TU317
TU317+.1模型试验,TU317+.1
TU317+.2实物试验,TU317+.2
TU317+.3应力试验,TU317+.3
TU317+.4光源性试验,TU317+.4
TU317+.5非破坏试验,TU317+.5
TU317+.6电测试验,TU317+.6
TU317+.7同位素、Ｘ光检验,TU317+.7
TU317+.8超声波检验,TU317+.8
TU317+.9其他,TU317+.9
TU318结构设计,TU318
TU318+.1设计理论,TU318+.1
TU318+.2设计经验,TU318+.2
TU318+.3设计图,TU318+.3
TU318+.4定型化、标准化、规范化、规格标准,TU318+.4
TU318+.5绘图、制图,TU318+.5
TU318+.6计算图表,TU318+.6
TU32杆件系统结构,TU32
TU321静定结构,TU321
TU322超静定结构,TU322
TU323杆件结构,TU323
TU323.1柱,TU323.1
TU323.2撑杆,TU323.2
TU323.3梁、曲梁,TU323.3
TU323.4桁架,TU323.4
TU323.5框架,TU323.5
TU328刚架结构,TU328
TU33薄壳结构,TU33
TU33+2双曲壳,TU33+2
TU33+3圆柱壳,TU33+3
TU33+4旋转壳,TU33+4
TU33+5双曲抛物面扭壳,TU33+5
TU33+6锥形壳,TU33+6
TU33+7刚架结构,TU33+7
TU33+8箱形薄壁结构,TU33+8
TU33+9折板和平板结构,TU33+9
TU34实体结构,TU34
TU347塔桅结构,TU347
TU348弹性地基结构,TU348
TU35特种结构,TU35
TU351悬挂结构,TU351
TU352抗震动结构、防灾结构,TU352
TU352.1耐震、隔震、防爆结构,TU352.1
TU352.1+1抗震结构,TU352.1+1
TU352.1+2隔震结构,TU352.1+2
TU352.1+3防爆结构,TU352.1+3
TU352.2防风、防雪结构,TU352.2
TU352.3防腐、防蛀结构,TU352.3
TU352.4防水（耐水）、防湿结构,TU352.4
TU352.5防火（耐火）结构,TU352.5
TU352.59隔热、保温结构,TU352.59
TU352.6防空结构,TU352.6
TU353充气式结构,TU353
TU354地下建筑结构,TU354
TU355高层建筑结构,TU355
TU356网架结构,TU356
TU357折板结构,TU357
TU358织物结构,TU358
TU359其他,TU359
TU36土、砖、石、竹、木结构,TU36
TU361土结构,TU361
TU362砖结构,TU362
TU363石结构,TU363
TU364大型砖砌块结构及大型板壁（大板墙）结构,TU364
TU365砖石结构及加筋的砖石结构,TU365
TU366竹、木结构,TU366
TU366.1竹结构,TU366.1
TU366.2木结构,TU366.2
TU366.3胶合木（竹）结构,TU366.3
TU366.4胶合纤维板（刨花板）结构,TU366.4
TU366.5叠合木结构,TU366.5
TU37混凝土结构、钢筋混凝土结构,TU37
TU375钢筋混凝土结构,TU375
TU375.1梁,TU375.1
TU375.2板,TU375.2
TU375.3柱,TU375.3
TU375.4框架,TU375.4
TU375.5桁架和拱架,TU375.5
TU375.6大型砌块,TU375.6
TU376钢丝网水泥结构,TU376
TU377特种混凝土结构,TU377
TU377.1轻混凝土结构,TU377.1
TU377.2耐热混凝土结构,TU377.2
TU377.3耐油混凝土结构,TU377.3
TU377.4塑料混凝土结构,TU377.4
TU377.9其他非金属筋混凝土结构,TU377.9
TU377.9+1玻璃纤维配筋混凝土结构,TU377.9+1
TU377.9+2竹筋混凝土结构,TU377.9+2
TU377.9+3植物纤维筋混凝土结构,TU377.9+3
TU377.9+4合成纤维配筋混凝土结构,TU377.9+4
TU378预应力钢筋混凝土结构,TU378
TU378.1预应力基本计算理论,TU378.1
TU378.2梁,TU378.2
TU378.3柱,TU378.3
TU378.4框架,TU378.4
TU378.5平板,TU378.5
TU378.6桁架和拱架,TU378.6
TU378.7薄壳和薄壁结构,TU378.7
TU378.8部分预应力加筋混凝土结构,TU378.8
TU38非金属结构,TU38
TU381塑料结构,TU381
TU382玻璃结构,TU382
TU383织物结构,TU383
TU39金属结构,TU39
TU391钢结构,TU391
TU392各类钢结构,TU392
TU392.1型钢结构,TU392.1
TU392.2钢筋结构,TU392.2
TU392.3钢管结构,TU392.3
TU392.4钢板结构,TU392.4
TU392.5轻钢结构,TU392.5
TU392.6特种钢结构,TU392.6
TU393各类型建筑的钢结构,TU393
TU393.2高层建筑钢结构,TU393.2
TU393.3大跨度钢结构,TU393.3
TU394预应力钢结构,TU394
TU395铝合金结构,TU395
TU398组合结构,TU398
TU398+.1板柱结构,TU398+.1
TU398+.2框架、剪力墙结构,TU398+.2
TU398+.3内浇外挂结构,TU398+.3
TU398+.4砖木、竹木结构,TU398+.4
TU398+.5砖、混凝土混合结构,TU398+.5
TU398+.6钢、木混合结构,TU398+.6
TU398+.9其他组合结构,TU398+.9
TU399其他结构,TU399
TU4土力学、地基基础工程,TU4
TU41土工试验,TU41
TU411实验室试验（室内土工试验）,TU411
TU411.1土的化学性质试验,TU411.1
TU411.2土的物理性质试验,TU411.2
TU411.3土的力学性质试验,TU411.3
TU411.4土的渗透性试验,TU411.4
TU411.5土的压缩试验,TU411.5
TU411.6土的抗压强度试验,TU411.6
TU411.7土的抗剪强度试验,TU411.7
TU411.8土的动力特性试验,TU411.8
TU411.91土的水理性质试验,TU411.91
TU411.92土的微观结构试验,TU411.92
TU411.93土的室内模型试验,TU411.93
TU411.99其他土工试验,TU411.99
TU412地形调查和勘探,TU412
TU413现场测定、野外试验（土的原位测试）,TU413
TU413.1强度试验,TU413.1
TU413.2刻痕试验,TU413.2
TU413.3钻孔试验,TU413.3
TU413.4载荷试验,TU413.4
TU413.5动力试验,TU413.5
TU413.6原型（实体）观测,TU413.6
TU413.6+1箱形基础变形、应力、基底反力,TU413.6+1
TU413.6+2挡土、土坝、路基、斜坡的稳定与变形观测,TU413.6+2
TU413.7孔隙水压测定,TU413.7
TU413.8岩石地试验,TU413.8
TU413.9综合性钻进及其他原位测试,TU413.9
TU414土工试验操作规程,TU414
TU415试验仪器及资料,TU415
TU42工程地质学、水文地质学,TU42
TU43土力学,TU43
TU431土和地基的应力,TU431
TU432土压力、抗力,TU432
TU433地基变形,TU433
TU434基础坍陷、沉陷,TU434
TU435土动力学与振动地基,TU435
TU44各类型土与地基,TU44
TU441无粘附力（无凝聚性）土与地基,TU441
TU441+.1土质化学分布,TU441+.1
TU441+.2土的物理化学性质,TU441+.2
TU441+.3土的物理性质,TU441+.3
TU441+.31相状和结构,TU441+.31
TU441+.32毛细作用,TU441+.32
TU441+.33渗透性,TU441+.33
TU441+.34土壤涨缩,TU441+.34
TU441+.35稳定性,TU441+.35
TU441+.4砂土和地基应力,TU441+.4
TU441+.5砂土的压力与抗力,TU441+.5
TU441+.6地基变形,TU441+.6
TU441+.7沉陷性,TU441+.7
TU441+.8振动与固结,TU441+.8
TU442有粘合力（凝聚性）土与地基,TU442
TU443膨胀性土与地基,TU443
TU444黄土与地基,TU444
TU445冻土与地基,TU445
TU446红粘土与地基,TU446
TU447软土与地基,TU447
TU448盐渍土与地基,TU448
TU449其他,TU449
TU45岩石（岩体）力学及岩石测试,TU45
TU451岩石的物理化学性质,TU451
TU452岩体力学性质及应力理论分析,TU452
TU453压力测量,TU453
TU454变形测量,TU454
TU455试验方法,TU455
TU456岩石压力,TU456
TU457岩石稳定性分析,TU457
TU458室内岩石试验,TU458
TU458+.1化学分析与鉴定,TU458+.1
TU458+.2物理性质试验,TU458+.2
TU458+.3力学性质试验,TU458+.3
TU458+.4模型试验,TU458+.4
TU459岩体原位测试,TU459
TU459+.1抗压强度试验,TU459+.1
TU459+.2抗剪强度试验,TU459+.2
TU459+.3弹性波、声波测试,TU459+.3
TU459+.4应力测量,TU459+.4
TU459+.9其他测试,TU459+.9
TU46地下水与基础,TU46
TU46+1水质分析,TU46+1
TU46+2水对基础的侵蚀,TU46+2
TU46+3基坑和井点降水,TU46+3
TU47地基基础,TU47
TU470地基和基础的理论和计算,TU470
TU470+.1理论,TU470+.1
TU470+.2综合评论,TU470+.2
TU470+.3计算、分析,TU470+.3
TU471天然地基,TU471
TU471.1浅基础,TU471.1
TU471.1+1单独基础,TU471.1+1
TU471.1+2条形基础,TU471.1+2
TU471.1+3杯形基础,TU471.1+3
TU471.1+4拱形基础,TU471.1+4
TU471.1+5筏形基础,TU471.1+5
TU471.1+6箱形基础,TU471.1+6
TU471.2弹性地基,TU471.2
TU471.3均质地基,TU471.3
TU471.4不均匀地基,TU471.4
TU471.5透水地基,TU471.5
TU471.6岩石地基,TU471.6
TU471.7冻土地基,TU471.7
TU471.8软土地基,TU471.8
TU471.91膨胀地基,TU471.91
TU471.99其他,TU471.99
TU472人工加固地基,TU472
TU472.1土体压实理论,TU472.1
TU472.2换土垫层法,TU472.2
TU472.2+1砂砾垫层,TU472.2+1
TU472.2+2灰土垫层,TU472.2+2
TU472.3浅层和深层机械加固（压密）,TU472.3
TU472.3+1表面整实,TU472.3+1
TU472.3+2砂桩、土桩、石灰桩挤密,TU472.3+2
TU472.3+3预压（砂井、堆载）,TU472.3+3
TU472.3+4加筋土法,TU472.3+4
TU472.3+5水力振击法,TU472.3+5
TU472.3+6旋喷法、深层搅拌法,TU472.3+6
TU472.4胶结法,TU472.4
TU472.5化学加固、电化学加固,TU472.5
TU472.6塑料加固和水泥浆加固,TU472.6
TU472.7热加固,TU472.7
TU472.8液体燃料加固,TU472.8
TU472.9冻结法、爆炸法加固,TU472.9
TU472.99其他,TU472.99
TU473桩基及深基础,TU473
TU473.1桩基,TU473.1
TU473.1+1桩的承载力,TU473.1+1
TU473.1+2桩基的计算与设计,TU473.1+2
TU473.1+3预制桩,TU473.1+3
TU473.1+4现场灌注桩,TU473.1+4
TU473.1+5爆破（爆炸）桩,TU473.1+5
TU473.1+6桩基测试,TU473.1+6
TU473.2深基础,TU473.2
TU473.3降水,TU473.3
TU473.4托底,TU473.4
TU473.5围堰,TU473.5
TU475特殊条件下的基础,TU475
TU475+.1地震区基础,TU475+.1
TU475+.2冻土区基础,TU475+.2
TU475+.3湿陷性黄土类地区基础,TU475+.3
TU475+.4山区矿区基础,TU475+.4
TU475+.5膨胀土地区基础,TU475+.5
TU475+.9其他,TU475+.9
TU476特殊形式基础,TU476
TU476+.1动力机械基础,TU476+.1
TU476+.2振动设备基础,TU476+.2
TU476+.3地下连续墙,TU476+.3
TU476+.4挡土墙,TU476+.4
TU476+.9其他,TU476+.9
TU478地面沉陷及防治,TU478
TU48薄壳基础,TU48
TU5建筑材料,TU5
TU50一般性问题,TU50
TU501建筑材料力学,TU501
TU502材料性能及试验,TU502
TU502+.1试验机械及工具,TU502+.1
TU502+.2试剂,TU502+.2
TU502+.3机械性能及试验,TU502+.3
TU502+.4物理性能及试验,TU502+.4
TU502+.5化学性能及试验,TU502+.5
TU502+.6力学性能及试验,TU502+.6
TU503材料防蚀、防腐,TU503
TU504材料标准、规格,TU504
TU506材料制造,TU506
TU51金属材料,TU51
TU511黑色金属材料,TU511
TU511.1铸铁（生铁）,TU511.1
TU511.2锻铁（熟铁）,TU511.2
TU511.3钢、碳钢、合金钢,TU511.3
TU511.3+1盘条,TU511.3+1
TU511.3+2钢筋、钢丝、钢缆,TU511.3+2
TU511.3+3螺纹钢、竹节钢,TU511.3+3
TU511.3+4圆钢、方钢,TU511.3+4
TU511.3+5扁钢、钢板,TU511.3+5
TU511.3+6工字钢,TU511.3+6
TU511.3+7钢管,TU511.3+7
TU511.3+8特殊钢材,TU511.3+8
TU511.3+9其他,TU511.3+9
TU512有色金属、稀有金属及其合金材料,TU512
TU512.1铜及铜合金,TU512.1
TU512.2锌及锌合金,TU512.2
TU512.3锡及锡合金,TU512.3
TU512.4铝及铝合金,TU512.4
TU512.5硬质合金,TU512.5
TU512.6轴承合金,TU512.6
TU512.7易熔合金,TU512.7
TU512.9其他金属及其合金,TU512.9
TU513金属及五金制品,TU513
TU52非金属材料,TU52
TU521砂、石、土、渣材料,TU521
TU521.1砂、砂砾、卵石,TU521.1
TU521.2石料、石材,TU521.2
TU521.2+1火成岩,TU521.2+1
TU521.2+2变质岩,TU521.2+2
TU521.2+3沉积岩,TU521.2+3
TU521.2+4石板条石,TU521.2+4
TU521.2+5碎石、石渣、石屑、石粉,TU521.2+5
TU521.2+6石英浮石,TU521.2+6
TU521.2+7矿物岩,TU521.2+7
TU521.3土,TU521.3
TU521.4炉渣,TU521.4
TU521.5石墨及其制品,TU521.5
TU522砖、瓦及砌块,TU522
TU522.0一般性问题,TU522.0
TU522.01基础理论,TU522.01
TU522.04原料及辅助物料,TU522.04
TU522.05生产设备,TU522.05
TU522.06生产工艺,TU522.06
TU522.061采料加工,TU522.061
TU522.062成型工艺,TU522.062
TU522.063干燥技术及余热利用,TU522.063
TU522.064烧成工艺及窑炉,TU522.064
TU522.065蒸压、养护,TU522.065
TU522.07产品缺陷、产品性能分析及测试技术,TU522.07
TU522.08砖瓦厂,TU522.08
TU522.09三废处理与综合利用,TU522.09
TU522.1砖,TU522.1
TU522.1+1粘土砖、土坯砖,TU522.1+1
TU522.1+2页岩砖,TU522.1+2
TU522.1+3煤矸石砖、内燃砖,TU522.1+3
TU522.1+4空心砖、轻质砖、泡沫砖,TU522.1+4
TU522.1+6沥青砖,TU522.1+6
TU522.1+7碳化砖,TU522.1+7
TU522.1+8饰面砖,TU522.1+8
TU522.1+9其他硅酸盐砖,TU522.1+9
TU522.2瓦,TU522.2
TU522.2+1粘土瓦,TU522.2+1
TU522.2+2水泥瓦,TU522.2+2
TU522.2+3琉璃瓦,TU522.2+3
TU522.2+9其他,TU522.2+9
TU522.3砌块（砖板）,TU522.3
TU522.3+1普通混凝土砌块,TU522.3+1
TU522.3+2加气混凝土砌块,TU522.3+2
TU522.3+3轻集料混凝土砌块,TU522.3+3
TU522.3+4混凝土空心砌块,TU522.3+4
TU522.3+5粉煤灰砌块,TU522.3+5
TU522.3+6工业废渣砌块,TU522.3+6
TU522.3+8饰面砌块,TU522.3+8
TU522.3+9其他,TU522.3+9
TU523建筑陶瓷及其制品,TU523
TU524建筑玻璃及其制品,TU524
TU525水泥制品,TU525
TU525.2水泥板,TU525.2
TU525.3水泥管,TU525.3
TU525.9其他制品,TU525.9
TU526人造石及其他胶凝材料,TU526
TU527石棉制品,TU527
TU528混凝土及混凝土制品,TU528
TU528.0一般性问题,TU528.0
TU528.01基础理论,TU528.01
TU528.04原料及辅助物料,TU528.04
TU528.041集料（骨料）及掺合料,TU528.041
TU528.042外加剂,TU528.042
TU528.042.1早强剂（快硬剂）,TU528.042.1
TU528.042.2减水剂,TU528.042.2
TU528.042.3缓凝剂,TU528.042.3
TU528.042.4引气剂（加气剂）、发气剂、泡沫剂、膨胀剂,TU528.042.4
TU528.042.5消泡剂（去沫剂）,TU528.042.5
TU528.042.6防水剂、防潮剂、保水剂、防冻剂、防锈剂,TU528.042.6
TU528.042.7凝聚剂（絮凝剂）,TU528.042.7
TU528.042.8塑化剂,TU528.042.8
TU528.043增强材料,TU528.043
TU528.044胶结料,TU528.044
TU528.06生产工艺及设备,TU528.06
TU528.061原料及辅料加工,TU528.061
TU528.062混合料制备,TU528.062
TU528.063成型工艺及设备,TU528.063
TU528.063.1压制,TU528.063.1
TU528.063.2振动,TU528.063.2
TU528.063.4切割,TU528.063.4
TU528.063.9其他,TU528.063.9
TU528.064干燥、养护,TU528.064
TU528.07产品缺陷与检验,TU528.07
TU528.08工厂,TU528.08
TU528.09三废处理与综合利用,TU528.09
TU528.1普通混凝土,TU528.1
TU528.19重质混凝土,TU528.19
TU528.2轻质混凝土,TU528.2
TU528.31高强混凝土、早强混凝土、快硬混凝土,TU528.31
TU528.32防渗混凝土,TU528.32
TU528.33防腐蚀混凝土,TU528.33
TU528.34耐火混凝土、耐热混凝土,TU528.34
TU528.35防辐射（屏蔽）混凝土、水化混凝土,TU528.35
TU528.36水工混凝土,TU528.36
TU528.37道路混凝土,TU528.37
TU528.38装饰混凝土,TU528.38
TU528.41聚合物混凝土,TU528.41
TU528.42沥青混凝土,TU528.42
TU528.43菱苦土混凝土,TU528.43
TU528.44硅酸盐混凝土,TU528.44
TU528.45水泥混凝土,TU528.45
TU528.46水玻璃耐酸混凝土,TU528.46
TU528.47石膏混凝土,TU528.47
TU528.51浸渍混凝土,TU528.51
TU528.52预拌混凝土（商品混凝土）,TU528.52
TU528.53流态混凝土、喷射混凝土、泵送混凝土,TU528.53
TU528.54离心成型混凝土,TU528.54
TU528.55膨胀混凝土,TU528.55
TU528.56石砂混凝土、细砂混凝土、裹砂混凝土（造壳混凝土）,TU528.56
TU528.57增强混凝土,TU528.57
TU528.571钢筋混凝土、钢弦混凝土、预应力混凝土、自应力混凝土,TU528.571
TU528.572纤维增强混凝土,TU528.572
TU528.58纤维增强水泥,TU528.58
TU528.581玻璃纤维增强水泥,TU528.581
TU528.582碳纤维增强水泥,TU528.582
TU528.583耐碱矿棉增强水泥,TU528.583
TU528.584石棉纤维水泥,TU528.584
TU528.585钢丝网水泥,TU528.585
TU528.59其他,TU528.59
TU528.7混凝土制品,TU528.7
TU528.72混凝土板材,TU528.72
TU528.73混凝土管,TU528.73
TU528.79其他混凝土制品,TU528.79
TU53有机材料、建筑化工材料,TU53
TU531木、竹、藤、纸材料及其制品,TU531
TU531.1木材,TU531.1
TU531.11刨花轻质木板,TU531.11
TU531.12木片屑,TU531.12
TU531.13木纤维制品,TU531.13
TU531.14软木、塑化木材（变性木材）,TU531.14
TU531.15圆木,TU531.15
TU531.16锯料,TU531.16
TU531.17剖料,TU531.17
TU531.2胶合木,TU531.2
TU531.3竹材及其制品,TU531.3
TU531.4藤材及其制品,TU531.4
TU531.5纸材及纸制品,TU531.5
TU531.6稻草和其他动、植物纤维及其制品,TU531.6
TU531.7建筑用织物（土工织物）,TU531.7
TU532建筑塑料及其制品,TU532
TU532+.1树脂胶合剂,TU532+.1
TU532+.2热塑化塑料,TU532+.2
TU532+.3增强塑料,TU532+.3
TU532+.4泡沫塑料,TU532+.4
TU532+.6建筑塑料制品,TU532+.6
TU532+.61各种形式的塑料制品、构件,TU532+.61
TU532+.62塑料地面材料、屋面材料,TU532+.62
TU532+.63塑料墙面材料、饰面板,TU532+.63
TU532+.64装饰用制品,TU532+.64
TU532+.65门、窗等塑料配件和零件,TU532+.65
TU532+.7塑料型材、异型材,TU532+.7
TU532+.8卷材、片材,TU532+.8
TU532+.9其他,TU532+.9
TU533橡胶、胶及其他类似材料,TU533
TU535沥青及沥青制品,TU535
TU54耐高温材料（耐火材料）、防火材料,TU54
TU541耐高温材料（耐火材料）,TU541
TU545防火材料,TU545
TU55隔热材料、隔（吸）声材料,TU55
TU55+1隔热材料,TU55+1
TU55+2隔（吸）声材料,TU55+2
TU56建筑涂料、装饰材料,TU56
TU56+1油漆,TU56+1
TU56+2颜料,TU56+2
TU56+3溶剂,TU56+3
TU56+4装饰材料,TU56+4
TU57防水、防潮材料，嵌缝、密封材料,TU57
TU57+1地沥青、沥青、柏油,TU57+1
TU57+2防水剂、防水粉,TU57+2
TU57+3油毡、防水卷材,TU57+3
TU57+4防潮材料,TU57+4
TU57+5地下防水材料,TU57+5
TU57+6屋面防水材料,TU57+6
TU57+7特殊防水材料,TU57+7
TU57+8嵌缝、密封材料,TU57+8
TU57+9其他,TU57+9
TU58粘结料,TU58
TU58+1有机粘结剂,TU58+1
TU58+2无机粘结剂,TU58+2
TU58+3特种粘结剂,TU58+3
TU58+9其他,TU58+9
TU59其他特种材料,TU59
TU591抗震、防振、防风材料,TU591
TU592防渗材料,TU592
TU593防腐材料,TU593
TU594绝缘材料,TU594
TU595防空材料,TU595
TU596防放射性材料,TU596
TU597防磁材料,TU597
TU599复合材料,TU599
TU6建筑施工机械和设备,TU6
TU60一般性问题,TU60
TU601理论,TU601
TU602设计、计算、规范、标准,TU602
TU603结构、零部件,TU603
TU604材料,TU604
TU605制造工艺,TU605
TU606安装,TU606
TU607操作、保养与维修,TU607
TU61起重运输机械,TU61
TU62土工机械、挖掘机械,TU62
TU621挖掘机,TU621
TU622排泥、排水机械和设备,TU622
TU623平整机械、铲运机,TU623
TU623.1除根机、除荆机,TU623.1
TU623.2集材机、吊管机,TU623.2
TU623.3松土机,TU623.3
TU623.4犁扬机,TU623.4
TU623.5推土机,TU623.5
TU623.6平地机,TU623.6
TU623.7沟渠整形与清理机,TU623.7
TU623.8铲运机,TU623.8
TU623.9装载机,TU623.9
TU625简易土工机械,TU625
TU63石方机械和设备,TU63
TU63+1凿岩机,TU63+1
TU63+2切石机,TU63+2
TU63+3碎石机,TU63+3
TU63+4筛分机及筛分设备,TU63+4
TU63+5冲洗机,TU63+5
TU63+6装渣机,TU63+6
TU63+9其他石料加工机械,TU63+9
TU64混凝土机械与设备,TU64
TU641混凝土计量装置和探测设备,TU641
TU642混凝土及砂浆搅拌机、搅拌车,TU642
TU642+.1砂浆搅拌机,TU642+.1
